id,type,category,title,description,locationName,municipality,road,timestamp,endTime,severity,source,lng,lat
traffic-GUID50442112,roadwork,roadwork,"Tie 15212, eli Ihastjärventie, Mikkeli. Tietyö. ",Nopeusrajoitus,"Tie 15212, eli Ihastjärventie, Mikkeli.
Tarkempi paikka: Paikasta Tenholankatu 7,4 km, vaikutusalue 100 m, suuntaan Karnun tienhaara.",,,2025-01-29T22:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442099,roadwork,roadwork,"Tie 14777, eli Kuivasensaarentie, Savitaipale. Tietyö. ","Tie 14777, eli Kuivasensaarentie, Savitaipale.
Tarkempi paikka: Paikasta kunnanraja Taipalsaari-Savitaipale 1,1 km, vaikutusalue 8,1 km, suuntaan Kuivainen.","Tie 14777, eli Kuivasensaarentie, Savitaipale.
Tarkempi paikka: Paikasta kunnanraja Taipalsaari-Savitaipale 1,1 km, vaikutusalue 8,1 km, suuntaan Kuivainen.",,,2025-02-02T22:00:00.000Z,2026-05-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442098,roadwork,roadwork,"Tie 14775, eli Korholantie, Savitaipale. Tietyö. ","Tie 14775, eli Korholantie, Savitaipale.
Tarkempi paikka: Paikasta Kurhialantie 2,7 km, vaikutusalue 900 m, suuntaan Kuivasaarentie.","Tie 14775, eli Korholantie, Savitaipale.
Tarkempi paikka: Paikasta Kurhialantie 2,7 km, vaikutusalue 900 m, suuntaan Kuivasaarentie.",,,2025-02-02T22:00:00.000Z,2026-05-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50441700,roadwork,roadwork,"Tie 15255, eli Taipaleentie, Kangasniemi, Mikkeli. Tietyö. ","Tie 15255, eli Taipaleentie.
Tarkempi paikka: Paikasta Toukola 5,7 km, vaikutusalue 4,2 km, suuntaan Mäenkylä.","Tie 15255, eli Taipaleentie.
Tarkempi paikka: Paikasta Toukola 5,7 km, vaikutusalue 4,2 km, suuntaan Mäenkylä.",,,2025-01-15T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50441699,roadwork,roadwork,"Tie 15257, eli Itäkyläntie, Mikkeli, Kangasniemi. Tietyö. ","Tie 15257, eli Itäkyläntie.
Tarkempi paikka: Paikasta Luusniemi 1,7 km, vaikutusalue 10,9 km, suuntaan Petäjäniemi.","Tie 15257, eli Itäkyläntie.
Tarkempi paikka: Paikasta Luusniemi 1,7 km, vaikutusalue 10,9 km, suuntaan Petäjäniemi.",,,2025-01-15T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50441615,roadwork,roadwork,"Tie 5611, Iisalmi, Kiuruvesi. Tietyö. ","Tie 5611 välillä Ruutana - Haapajärvi.
Tarkempi paikka: Paikasta Ruutana 600 m, vaikutusalue 5,3 km, suuntaan Haapajärvi.","Tie 5611 välillä Ruutana - Haapajärvi.
Tarkempi paikka: Paikasta Ruutana 600 m, vaikutusalue 5,3 km, suuntaan Haapajärvi.",,,2025-02-09T22:00:00.000Z,2026-05-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50438807,roadwork,roadwork,"Tie 11, Ulvila, Pori. Tietyö. ","Nopeusrajoitus, Liikenne pysäytetään ajoittain, Ajoneuvon suurin sallittu korkeus, Ajoneuvon suurin sallittu pituus, Ajoneuvon suurin sallittu leveys, Nopeusrajoitus, Liikenne ohjataan vuorotellen tapahtumapaikan ohi, Liikenne pysäytetään ajoittain, Ajokaistoja on kavennettu, Ajoneuvon suurin sallittu korkeus, Ajoneuvon suurin sallittu pituus, Ajoneuvon suurin sallittu leveys, Ajokaista suljettu liikenteeltä","Tie 11 välillä Tampere - Pori.
Tarkempi paikka: Paikasta Harmaalinnan liittymä 400 m, vaikutusalue 2,5 km, suuntaan Kaasmarkku.",,,2024-11-12T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50436599,roadwork,roadwork,"Tie 1, Lohja, Vihti. Tietyö. ","Tie 1 välillä Helsinki - Turku.
Tarkempi paikka: Paikasta Palojärven liittymä 2,2 km, vaikutusalue 2,7 km, suuntaan Lieviön liittymä.","Tie 1 välillä Helsinki - Turku.
Tarkempi paikka: Paikasta Palojärven liittymä 2,2 km, vaikutusalue 2,7 km, suuntaan Lieviön liittymä.",,,2024-10-02T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,25,65
traffic-GUID50429001,roadwork,roadwork,"Tie 4, eli Lahdenväylä, Mäntsälä. Tietyö. ","Tie 4, eli Lahdenväylä, Mäntsälä.
Tarkempi paikka: Paikasta Tuuliruusu 7,1 km, vaikutusalue 1,9 km, suuntaan Järvenpään pohjoinen liittymä. Ohkolanlaakson silta.","Tie 4, eli Lahdenväylä, Mäntsälä.
Tarkempi paikka: Paikasta Tuuliruusu 7,1 km, vaikutusalue 1,9 km, suuntaan Järvenpään pohjoinen liittymä. Ohkolanlaakson silta.",,,2024-05-19T21:00:00.000Z,2026-04-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,25,65
traffic-GUID50427209,roadwork,roadwork,"Tie 816, Hailuoto, Oulu. Tietyö. ","Tie 816 välillä Kempele - Hailuoto.
Tarkempi paikka: Paikasta Salonpääntien risteys 4,4 km, vaikutusalue 8,3 km, suuntaan Kuusto.","Tie 816 välillä Kempele - Hailuoto.
Tarkempi paikka: Paikasta Salonpääntien risteys 4,4 km, vaikutusalue 8,3 km, suuntaan Kuusto.",,,2024-04-16T21:00:00.000Z,2026-12-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50423931,roadwork,roadwork,"Tie 562, eli Kuopion lentokentäntie, Siilinjärvi. Tietyö. ","Tie 562, eli Kuopion lentokentäntie, Siilinjärvi.
Tarkempi paikka: Paikasta lentoaseman tienhaara, vaikutusalue 1,5 km, suuntaan Kuopion lentoasema.","Tie 562, eli Kuopion lentokentäntie, Siilinjärvi.
Tarkempi paikka: Paikasta lentoaseman tienhaara, vaikutusalue 1,5 km, suuntaan Kuopion lentoasema.",,,2024-03-03T22:00:00.000Z,2026-08-28T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50423929,roadwork,roadwork,"Tie 9, Siilinjärvi. Tietyö. ","Tie 9 välillä Kuopio - Joensuu, Siilinjärvi.
Tarkempi paikka: Paikasta Jännevirran silta 200 m, vaikutusalue 4,8 km, suuntaan Ranta-Toivalan tienhaara.","Tie 9 välillä Kuopio - Joensuu, Siilinjärvi.
Tarkempi paikka: Paikasta Jännevirran silta 200 m, vaikutusalue 4,8 km, suuntaan Ranta-Toivalan tienhaara.",,,2024-03-03T22:00:00.000Z,2026-10-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50417053,roadwork,roadwork,"Tie 40954, eli Keilaniementie, Espoo. Tietyö. ","Tie 40954, eli Keilaniementie, Espoo.
Tarkempi paikka: Keilaniemen kiertoliittymä 2. Keilalahdentie.","Tie 40954, eli Keilaniementie, Espoo.
Tarkempi paikka: Keilaniemen kiertoliittymä 2. Keilalahdentie.",,,2023-08-03T21:00:00.000Z,2026-08-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,24.82825,60.173436
traffic-GUID50404693,roadwork,roadwork,"Tie 180, Parainen, Kaarina. Tietyö. ","Tie 180 välillä Kaarina - Korppoo.
Tarkempi paikka: Paikasta Kuusiston tienhaara 3,0 km, vaikutusalue 2,3 km, suuntaan Kirjala.","Tie 180 välillä Kaarina - Korppoo.
Tarkempi paikka: Paikasta Kuusiston tienhaara 3,0 km, vaikutusalue 2,3 km, suuntaan Kirjala.",,,2022-10-09T21:00:00.000Z,2026-12-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
